x,y
0.23577754,32.5749442
0.90335121,32.6747316
1.56138811,32.774519
2.22896178,32.8632192
2.90607222,32.9519193
3.57364589,33.0406194
4.24121956,33.1182322
4.91833,33.1958451
5.59544043,33.2734579
6.33930823,33.3510709
6.95919807,33.4175962
7.64584528,33.4841217
8.39924985,33.5506474
9.00960292,33.6060854
9.69625012,33.6615236
10.44965469,33.7280491
11.06954453,33.7613126
11.83248586,33.8167509
12.51913307,33.8500145
13.12948614,33.8832779
13.81613334,33.9054543
14.57907468,33.938718
15.18942775,33.9498068
15.94283232,33.9719832
16.55318539,33.983072
17.23029583,33.994161
17.97416363,33.9941628
18.65127407,33.9941645
19.26162714,33.9830787
20.00549494,33.9719932
20.68260538,33.9498204
21.28342168,33.9276473
22.01775272,33.8943873
22.61856902,33.861127
23.35290006,33.8056925
24.07769433,33.750258
24.61175327,33.7059102
25.32701077,33.6393884
25.98504767,33.5728664
26.64308458,33.5063444
27.29158471,33.4176479
27.94008485,33.3400386
28.58858499,33.2402549
29.29430572,33.1404712
29.85697496,33.0406873
30.49593833,32.9298162
31.12536493,32.8189451
31.7643283,32.6858996
32.39375491,32.5528541
33.02318151,32.4198085
33.64307135,32.2867629
34.27249795,32.14263
34.89238779,31.98741
35.51227762,31.8321899
36.13216746,31.6769697
36.74252053,31.4995751
37.36241036,31.3332677
37.9823002,31.1558731
38.65941064,30.9563041
39.21254311,30.7789094
39.82289618,30.5793402
40.50000662,30.3575967
41.05313909,30.1691147
41.66349216,29.9695455
42.33106582,29.7367147
42.95095566,29.5038838
43.50408813,29.3043145
44.1144412,29.0603963
44.78201487,28.805391
45.32561057,28.5836472
45.93596364,28.3286418
46.60353731,28.0403748
47.20435362,27.7853693
47.80516992,27.5081894
48.40598622,27.2310095
48.94004516,26.9760039
49.5885453,26.6655623
50.17028807,26.3772951
50.7615676,26.0779407
51.34331037,25.7785863
51.91551638,25.4681446
52.48772238,25.1577029
53.05039162,24.836174
53.67028145,24.4702962
54.16619332,24.1820289
54.70978902,23.8383256
55.25338472,23.5057094
55.78744366,23.162006
56.33103936,22.8072153
56.85556153,22.4413375
57.3800837,22.0754597
57.89506911,21.7095818
58.40051774,21.343704
58.89642961,20.9667389
59.44956208,20.545425
59.87871658,20.2017215
60.36509169,19.8136692
60.89915062,19.3812681
61.31876836,19.0153902
61.78606993,18.6162507
62.29151856,18.1727623
62.70159953,17.8068844
63.14982757,17.3855705
63.58851884,16.9642566
64.02721011,16.5540298
64.50404844,16.0772798
64.89505588,15.6892275
65.31467361,15.2568264
